Account Name,Opportunity Name,Stage,Close Date,Created Date,Type,Total ACV,Primary Campaign Source,Closed Lost Reason,Law Firm Practice Area,NumofLawyers
"Ausley & McMullen, P.A.","Ausley & McMullen, P.A.-New-[O-7649]",Lost,8/12/24,3/16/23,New,69300,BDR Outreach,Inertia (Provide Details),,36
Braun Hagey LLP,Braun Hagey Llp-New-[O-7645],Lost,7/25/23,3/15/23,New,69300,demo-request-CoyoteAnalytics-$50 GIFT CARD-081022,Feature (Provide Details),Corporate & Securities; Corporate Governance; Litigation,44
Zuber Lawler,Zuber Lawler & Del Duca-New-[O-7461],Lost,4/11/23,2/2/23,New,69300,Website Demo + Contact Us - Form Submissions,Functionality (Provide Details),Appellate; Bankruptcy; Business Organizations; Commercial; Corporate & Securities; Insurance; Intellectual Property; Labor & Employment; Litigation,39
Hoover Slovacek LLP,Hoover Slovacek LLP-New-[O-7286],Lost,6/21/23,12/14/22,New,69300,BDR Outreach,Inertia (Provide Details),,45
Partridge Snow & Hahn LLP,Partridge Snow & Hahn LLP-Upsell-[O-6992],Won,10/8/24,10/5/22,Upsell,69300,IGNITE-2023-registrants-013023,,Bankruptcy; Business Organizations; Corporate & Securities,43
SB2 Consultants law firm,SB2 Consultants law firm-New-[O-6685],Lost,4/19/23,8/12/22,New,69300,Cold Call,Inertia (Provide Details),,75
Maddin Hauser Roth & Heller PC,Maddin Hauser Roth & Heller PC-Upsell-[O-6653],Lost,10/9/23,8/8/22,Upsell,69300,Cold Call,Feature (Provide Details),Appellate; Bankruptcy; Employee Benefits; Environmental; Finance & Banking; Financial Services Regulatory; Franchise; Healthcare; Litigation; Other; Real Estate; Restructuring; Tax; Trusts & Estates,44
"Walsworth, Franklin, Bevins & McCall","Walsworth, Franklin, Bevins & McCall-Upsell-[O-6566]",Lost,6/18/24,7/20/22,Upsell,69300,Check-in Call,Inertia (Provide Details),Commercial; Construction; Environmental; FDA; Labor & Employment,51
"Caplan and Earnest, LLC","Caplan and Earnest, LLC-New-[O-6156]",Lost,2/17/23,6/20/22,New,69300,BDR Outreach,Inertia (Provide Details),,37
"Diamond McCarthy Taylor Finley & Lee, L.L.P.","Diamond McCarthy Taylor Finley & Lee, L.L.P.-New-[O-5261]",Lost,8/3/23,2/11/22,New,69300,BDR Outreach,Inertia (Provide Details),,24
Morningstar Law Group,Morningstar Law Group-New-[O-3903],Lost,6/18/24,5/17/21,New,69300,Cold Call,Inertia (Provide Details),,38
Harper Meyer,Harper Meyer-New-[O-11201],Lost,8/12/24,6/21/24,New,69302.4,*Partnerships,Price (Provide Details),,21
NST Attorneys at Law,NST Attorneys at Law-New-[O-9689],Lost,1/26/24,12/28/23,New,69600,BDR Outreach,Functionality (Provide Details),,35
"Reilly, McDevitt & Henrich, P.C","Reilly, McDevitt & Henrich, P.C-New-[O-11054]",Won,6/28/24,6/3/24,New,69768,*Partnerships,,Insurance; Litigation,39
"Boehl Stopher & Graves, LLP","Boehl Stopher & Graves, LLP-Upsell-[O-10462]",Open,10/31/24,4/9/24,Upsell,69804,No Known Campaign Source,,Class Actions; Insurance; Workers Compensation,24
Tarolli Sundheim Covell & Tummino,Tarolli Sundheim Covell & Tummino-New-[O-7167],Won,6/26/23,11/16/22,New,70380,Consultant,,Intellectual Property; Patent,24
"Murphy, Pearson Bradley & Feeney","Murphy, Pearson Bradley & Feeney-New-[O-6864]",Won,3/10/23,9/20/22,New,70800,BDR Outreach,,Business Organizations; Cybersecurity; Intellectual Property; Labor & Employment; Litigation; Real Estate; Tax,56
Laner Muchin,Laner Muchin-New-[O-11490],Won,9/3/24,8/6/24,New,71000.04,*Partnerships,,,52
Pomerantz LLP,Pomerantz LLP-New-[O-9340],Won,12/22/23,10/4/23,New,72000,Website Demo + Contact Us - Form Submissions,,Antitrust; Corporate Governance; Litigation; Other,47
"Berding & Weil, LLP","Berding & Weil, LLP-New-[O-7013]",Won,3/31/23,10/6/22,New,72000,Cold Call,,Construction; Litigation,36
"Martin, Disiere, Jefferson & Wisdom, L.L.P.","Martin, Disiere, Jefferson & Wisdom, L.L.P.-New-[O-6752]",Lost,4/11/23,8/18/22,New,72000,BDR Outreach,Functionality (Provide Details),Labor & Employment; Litigation; Trial & Appellate Litigation,59
Nukk-Freeman & Cerra,Nukk-Freeman & Cerra-Upsell-[O-6298],Lost,6/13/24,7/6/22,Upsell,72000,Coyote Transfer Opp,Inertia (Provide Details),Employee Benefits; Labor & Employment; Litigation; Other; Workers Compensation,38
"Hudson Cook, LLP","Hudson Cook, LLP-New-[O-5652]",Lost,2/16/23,4/6/22,New,72000,OA-Capterra-0221-Demo Request-PG1125A1,Inertia (Provide Details),Litigation,52
Holwell Shuster & Goldberg LLP,Holwell Shuster & Goldberg LLP-New-[O-4411],Lost,11/21/23,8/11/21,New,72000,Marketing General - Multichannel,Inertia (Provide Details),Appellate; Intellectual Property; Litigation; Trial & Appellate Litigation; White Collar,78
Bonezzi Switzer Polito & Perry Co. L.P.A.,Bonezzi Switzer Polito & Perry Co. L.P.A.-Upsell-[O-9754],Lost,6/13/24,1/16/24,Upsell,72036,No Known Campaign Source,Inertia (Provide Details),Elder; Labor & Employment; Medical Malpractice; Other,27
Downey & Cleveland,Downey & Cleveland-New-[O-9329],Lost,10/17/24,10/3/23,New,72064.2,email-Monthly Newsletter-SEPTEMBER 2023,Inertia (Provide Details),,21
"Meltzer Purtill & Stelle, LLC","Meltzer Purtill & Stelle, LLC-New-[O-7509]",Won,10/3/23,2/15/23,New,72420,Website Demo + Contact Us - Form Submissions,,Commercial; Litigation; Real Estate,42
"Underwood Law Firm, P.C.","Underwood Law Firm, P.C.-Upsell-[O-11507]",Open,11/27/24,8/9/24,Upsell,72864,Cold Call,,Criminal; DUI; Family; Medical Malpractice; Other; Personal Injury; Railroad; Transportation,44
Marshall Melhorn,Marshall Melhorn-New-[O-9550],Won,12/22/23,11/14/23,New,73100.04,Website Demo + Contact Us - Form Submissions,,Construction; Education; Energy; Finance & Banking; Healthcare; Immigration; Insurance; Intellectual Property; Labor & Employment; Litigation; Nonprofit Organizations; Other; Real Estate; Transportation; Trusts & Estates,32
"Capes, Sokol, Goodman & Sarachan, P.C.","Capes, Sokol, Goodman & Sarachan, P.C.-Cross-Sell-[O-7498]",Won,1/15/24,2/13/23,Cross-Sell,73590,Demo Request-Inbound ContactEase Cross-Sells,,Family; Finance & Banking; Intellectual Property; Litigation; Media; Other; Real Estate; Tax,36
"Devine, Millimet & Branch","Devine, Millimet & Branch-Upsell-[O-9735]",Lost,6/13/24,1/2/24,Upsell,76152.48,No Known Campaign Source,Inertia (Provide Details),Corporate & Securities; Insurance; Nonprofit Organizations,50
"Johnston, Allison & Hord, P.A.","Johnston, Allison & Hord, P.A.-Upsell-[O-11843]",Open,11/28/24,9/18/24,Upsell,76500,,,Arbitration; Construction; Elder Law; Employee Benefits; Environmental; Litigation; Mediation; Mergers & Acquisitions; Nonprofit Organizations; Other; Private & Hedge Funds; Real Estate; Tax; Trusts & Estates,55
Donahue Fitzgerald,Donahue Fitzgerald-Upsell-[O-10477],Open,12/31/24,4/11/24,Upsell,76500,webinar-LMS New UXR for Customers-040924,,Corporate & Securities; Franchise; Real Estate,47
Buckley Law,Buckley Law-New-[O-9210],Won,3/22/24,9/7/23,New,76500,BDR Outreach,,Business Organizations; Commercial; Employee Benefits; Insurance; Labor & Employment; Litigation; Real Estate; Trusts & Estates,11
Sklar Kirsh,Sklar Kirsh-Upsell-[O-7333],Lost,5/16/23,12/23/22,Upsell,76500,Cold Call,Price (Provide Details),Bankruptcy; Construction; Corporate & Securities; Corporate Governance; Energy; Family; Intellectual Property; Litigation; Mergers & Acquisitions; Other; Real Estate; Restructuring,41
"Ireland Stapleton Pryor & Pascoe, PC","Ireland Stapleton Pryor & Pascoe, PC-Upsell-[O-6418]",Lost,2/8/23,7/12/22,Upsell,76500,Coyote Transfer Opp,Price (Provide Details),Antitrust; Business Organizations; Energy; Environmental; Finance & Banking; Intellectual Property; Labor & Employment; Litigation; Real Estate,37
Bonezzi Switzer Polito & Perry Co. L.P.A.,Bonezzi Switzer Polito & Hupp-Upsell-[O-6346],Lost,10/9/23,7/6/22,Upsell,76500,Check-in Call,Feature (Provide Details),Elder; Labor & Employment; Medical Malpractice; Other,27
"Downs Stanford, P.C.","Downs Stanford, P.C.-Upsell-[O-6330]",Lost,3/14/23,7/6/22,Upsell,76500,Check-in Call,Inertia (Provide Details),Business Organizations; Insurance; Litigation; Maritime; Workers Compensation,19
"Lasher Holzapfel Sperry & Ebberson, PLLC","Lasher Holzapfel Sperry & Ebberson, PLLC-Upsell-[O-6332]",Lost,6/12/24,7/6/22,Upsell,76500,IGNITE-2023-registrants-013023,Inertia (Provide Details),Bankruptcy; Business Organizations; Corporate & Securities; Corporate Governance; Family; Labor & Employment; Litigation; Other; Real Estate; Tax; Trademark; Trusts & Estates,34
Hoover Slovacek LLP,Hoover Slovacek LLP-New-[O-10576],Lost,10/8/24,4/23/24,New,76795.2,ALA Regional Chapters,Feature (Provide Details),,45
Bush Seyferth Paige,Bush Seyferth Paige-New-[O-11926],Open,12/16/24,9/30/24,New,76800,BDR Outreach,,,29
Farmer Law PC,Farmer Law PC-New-[O-11391],Lost,10/8/24,7/22/24,New,76800,Referred by Employee,Inertia (Provide Details),,6
Irwin Fritchie Urquhart & Moore LLC,Irwin Fritchie Urquhart & Moore LLC-New-[O-10685],Lost,6/26/24,4/30/24,New,76800,ALA - New Orleans,Functionality (Provide Details),,48
Eaton Peabody,Eaton Peabody-New-[O-10176],Open,12/27/24,3/11/24,New,76800,OA-GoogleAds-0824-BlackPropeller Practice Management-PG1158A1,,,40
Bailey Cavalieri LLC,Bailey Cavalieri LLC-Upsell-[O-10124],Lost,6/13/24,3/1/24,Upsell,76800,No Known Campaign Source,Feature (Provide Details),Bankruptcy; Commercial; Corporate & Securities,54
McNeill Baur PLLC,McNeill Baur PLLC-New-[O-10115],Lost,4/22/24,2/29/24,New,76800,Former Customer - Referral,Feature (Provide Details),Patent,28
"Belkin Burden Wenig & Goldman, LLP","Belkin Burden Wenig & Goldman, LLP-New-[O-10089]",Lost,10/9/24,2/22/24,New,76800,Website Demo + Contact Us - Form Submissions,Inertia (Provide Details),,51
"Kucker Marino Winiarsky & Bittens, LLP","Kucker Marino Winiarsky & Bittens, LLP-New-[O-9933]",Lost,6/20/24,2/7/24,New,76800,NYLW Booth Visitors 2024,Feature (Provide Details),,38
Hamilton Stephens Steele + Martin,Hamilton Stephens Steele + Martin-New-[O-9617],Won,12/26/23,11/29/23,New,76800,Demo Requests-Coyote-Website MQLs-071322,,Appellate; Arbitration; Aviation; Bankruptcy; Commercial; Construction; Corporate & Securities; Corporate Governance; Family; Financial Services Regulatory; Government; Land Use & Zoning; Litigation; Other; Real Estate; Restructuring,35
Irwin Fritchie Urquhart & Moore LLC,Irwin Fritchie Urquhart & Moore LLC-New-[O-9449],Lost,4/29/24,10/24/23,New,76800,Created from Salesforce,Inertia (Provide Details),,48
Seigfreid Bingham PC,Seigfreid Bingham PC-New-[O-9128],Won,12/29/23,8/25/23,New,76800,Cold Call,,Commercial; Corporate & Securities; Employee Benefits; Franchise; Intellectual Property; Litigation,50
"Harris, Finley & Bogle","Harris, Finley & Bogle -New-[O-9106]",Lost,6/17/24,8/22/23,New,76800,Website Demo + Contact Us - Form Submissions,Inertia (Provide Details),,38
"Caplan and Earnest, LLC","Caplan and Earnest, LLC-New-[O-9029]",Lost,3/18/24,8/2/23,New,76800,LeadGen-eBook-ChoosingRightFMS-102720,Feature (Provide Details),,37
Barton LLP,Barton LLP-New-[O-8169],Won,6/30/23,5/12/23,New,76800,Website Demo + Contact Us - Form Submissions,,Commercial Transactions; Corporate & Securities; Finance & Banking; Intellectual Property; Regulatory,42
"Wagstaff & Cartmell, LLP","Wagstaff & Cartmell, LLP-New-[O-7844]",Lost,8/6/24,4/18/23,New,76800,email-NYLW-3-031423,Inertia (Provide Details),,34
Vicente Sederberg LLC,Vicente Sederberg LLC-New-[O-7643],Lost,8/15/24,3/15/23,New,76800,WR-Demo Request-0223-preshow-legalweek-2023-PG1075A1,Inertia (Provide Details),,30
Russ August & Kabat,Russ August & Kabat-New-[O-7535],Lost,6/22/23,2/22/23,New,76800,Website Demo + Contact Us - Form Submissions,Functionality (Provide Details),Appellate; Corporate & Securities; Intellectual Property; Litigation; Media; Mergers & Acquisitions; Patent; Real Estate,47
NCUA,NCUA-New-[O-7466],Lost,2/28/23,2/3/23,New,76800,DEMO REQUEST-Coyote Cloud-102022,Functionality (Provide Details),,0
"Hewson & Van Hellemont, P.C.","Hewson & Van Hellemont, P.C.-New-[O-6813]",Lost,12/11/23,9/7/22,New,76800,BDR Outreach,Inertia (Provide Details),,65
"Martin, Disiere, Jefferson & Wisdom, L.L.P.","Martin, Disiere, Jefferson & Wisdom, L.L.P.-New-[O-6753]",Lost,4/11/23,8/18/22,New,76800,BDR Outreach,Functionality (Provide Details),Labor & Employment; Litigation; Trial & Appellate Litigation,59
Morvillo Abramowitz Grand Iason & Anello PC,Morvillo Abramowitz Grand Iason & Anello PC-New-[O-6411],Lost,1/24/23,7/12/22,New,76800,BDR Outreach,Inertia (Provide Details),,56
Metz Lewis Brodman Must O'Keefe LLC,Metz Lewis Brodman Must O'Keefe LLC-New-[O-6247],Open,11/28/24,6/28/22,New,76800,Coyote Transfer Opp,,,47
"Miller, Starr & Regalia","Miller, Starr & Regalia-New-[O-6259]",Lost,1/10/23,6/28/22,New,76800,Coyote Transfer Opp,Functionality (Provide Details),,42
Adler & Stachenfeld LLP,Adler & Stachenfeld LLP-New-[O-3845],Lost,4/17/24,4/22/21,New,76800,Website Demo + Contact Us - Form Submissions,Inertia (Provide Details),,51
Carothers DiSante & Freudenberger,Carothers DiSante & Freudenberger-New-[O-3760],Lost,6/26/23,3/17/21,New,76800,LeadGen-PrioritizingYourFirmsTechAndProfitability-022621,Feature (Provide Details),,49
"Maschoff Brennan Laycock Gilmore Israelsen & Wright, PLLC","Maschoff Brennan Laycock Gilmore Israelsen & Wright, PLLC-Upsell-[O-3265]",Lost,4/7/23,9/17/20,Upsell,76800,Check-in Call,Inertia (Provide Details),Intellectual Property; Patent; Trademark,45
CGA Law Firm,CGA Law Firm-New-[O-9198],Won,12/28/23,8/31/23,New,77112,Cold Call,,Arbitration; Bankruptcy; Business Organizations; Corporate & Securities; Corporate Governance; Family; Litigation; Mediation; Real Estate; Trusts & Estates,29
"Deutsch, Kerrigan & Stiles, L.L.P.","Deutsch, Kerrigan & Stiles, L.L.P.-Upsell-[O-7113]",Lost,6/14/24,10/31/22,Upsell,77784,webinar-Coyote Cloud-CUSTOMERS-101422,Inertia (Provide Details),Appellate,58
"Caplin & Drysdale, Chartered","Caplin & Drysdale, Chartered-Cross-Sell-[O-5987]",Lost,1/2/24,5/13/22,Cross-Sell,78000,Website Demo + Contact Us - Form Submissions,Inertia (Provide Details),,69
"Primmer, Piper, Eggleston & Cramer","Primmer, Piper, Eggleston & Cramer-Upsell-[O-6296]",Lost,4/21/23,7/6/22,Upsell,78588,Coyote Transfer Opp,Price (Provide Details),Appellate,43
"DeCotiis, FitzPatrick, Cole & Giblin LLP","DeCotiis, FitzPatrick, Cole & Giblin LLP-New-[O-6666]",Won,8/31/23,8/11/22,New,80400,Demo Requests-Coyote-Website MQLs-071322,,Bankruptcy,54
Stone Pigman Walther Wittmann L.L.C.,Stone Pigman Walther Wittmann L.L.C.-Upsell-[O-6322],Won,8/10/23,7/6/22,Upsell,80580,IGNITE-2023-registrants-013023,,Commercial; Litigation; Mergers & Acquisitions; Other; Real Estate; Trusts & Estates,58
"Ryan, Swanson & Cleveland, PLLC","Ryan, Swanson & Cleveland, PLLC-Upsell-[O-9675]",Won,12/26/23,12/18/23,Upsell,80889.24,Cold Call,,Immigration; Labor & Employment; Trusts & Estates,41
"Copeland Stair Valz & Lovell, LLP","Copeland Stair Valz & Lovell, LLP-Upsell-[O-9483]",Open,10/25/24,10/31/23,Upsell,81360,Cold Call,,Construction; Litigation; Medical Malpractice,64
"Bulkley, Richardson and Gelinas, LLP","Bulkley, Richardson and Gelinas, LLP-New-[O-9438]",Won,12/29/23,10/20/23,New,81873,Website Demo + Contact Us - Form Submissions,,Arbitration,40
Strauss & Troy,Strauss & Troy-Upsell-[O-10675],Open,12/6/24,4/26/24,Upsell,83424,No Known Campaign Source,,Business Organizations; Criminal; Family; Finance & Banking; Government; Labor & Employment; Litigation; Other; White Collar,48
"Degan, Blanchard & Nash,","Degan, Blanchard & Nash,-Upsell-[O-9579]",Open,12/12/24,11/20/23,Upsell,83424,Cold Call,,Arbitration,50
Fabian VanCott,Fabian VanCott-Upsell-[O-10688],Won,7/22/24,5/1/24,Upsell,84000,Check-in Call,,Bankruptcy; Business Organizations; Natural Resources,68
"Nyhan Bambrick Kinzie & Lowry, PC","Nyhan Bambrick Kinzie & Lowry, PC-New-[O-10171]",Lost,8/16/24,3/8/24,New,84000,Consultant,Inertia (Provide Details),,46
"Wick Phillips, LLP","Wick Phillips, LLP-Upsell-[O-8076]",Lost,6/12/23,5/1/23,Upsell,84000,Check-in Call,Inertia (Provide Details),Bankruptcy; Commercial; Construction; Corporate & Securities; Finance & Banking; Healthcare; Insurance; Intellectual Property; Labor & Employment; Mergers & Acquisitions; Oil & Gas; Other; Private & Hedge Funds; Real Estate; Tax; Trusts & Estates,88
Bracewell LLP,Bracewell LLP-New-[O-6127],Lost,4/10/23,6/16/22,New,84000,Cold Call,Inertia (Provide Details),Antitrust; Healthcare; Insurance; Intellectual Property; Labor & Employment; Litigation,283
"Moore Ingram Johnson & Steele, LLP","Moore Ingram Johnson & Steele, LLP-New-[O-5525]",Lost,5/25/23,3/30/22,New,84600,Inbound-Demo-ALA,Inertia (Provide Details),,85
Applegate & Thorne-Thomsen,Applegate & Thorne-Thomsen-Cross-Sell-[O-11274],Open,11/29/24,7/11/24,Cross-Sell,84761.04,No Known Campaign Source,,Government; Land Use & Zoning; Nonprofit Organizations; Real Estate; Tax,48
"Stokes Lawrence, P.S.","Stokes Lawrence, P.S.-Upsell-[O-11101]",Open,12/31/24,6/12/24,Upsell,86508,Check-in Call,,Administrative; Arbitration; Aviation; Finance & Banking; Intellectual Property; Litigation; Mediation; Nonprofit Organizations; Other; Real Estate; Trusts & Estates,52
Shartsis Friese LLP,Shartsis Friese LLP-Upsell-[O-9481],Won,11/28/23,10/31/23,Upsell,87204,Check-in Call,,Commercial; Private & Hedge Funds; Real Estate; Trusts & Estates,72
"Cummings McClorey Davis & Acho, PLC","Cummings McClorey Davis & Acho, PLC-Upsell-[O-6315]",Lost,10/11/23,7/6/22,Upsell,87204,Renewal,Price (Provide Details),Administrative; Appellate; Construction; Education; Healthcare; Insurance; Intellectual Property; Labor & Employment; Land Use & Zoning; Municipal; Nonprofit Organizations; Other; Real Estate; Sports; Tax; Trusts & Estates; Utilities,48
Lanier Ford Shaver & Payne P.C.,Lanier Ford Shaver & Payne P.C.-Upsell-[O-6325],Lost,6/13/24,7/6/22,Upsell,87204,Cold Call,Inertia (Provide Details),Appellate,37
Cox PLLC,Cox PLLC-New-[O-10302],Lost,3/27/24,3/21/24,New,89997.6,BDR Outreach,Inertia (Provide Details),,41
"Coleman Talley, LLP","Coleman Talley, LLP-New-[O-12047]",Lost,10/30/24,10/18/24,New,90000,*Partnerships,Functionality (Provide Details),,42
Rubenstein Law,Rubenstein Law-New-[O-11464],Open,12/31/24,8/1/24,New,90000,*Partnerships,,,60
"Ryan, Swanson & Cleveland, PLLC","Ryan, Swanson & Cleveland, PLLC-Upsell-[O-10884]",Won,6/20/24,5/30/24,Upsell,90000,Check-in Call,,Immigration; Labor & Employment; Trusts & Estates,41
Sichenzia Ross Ference Carmel LLP,Sichenzia Ross Ference Carmel LLP-New-[O-9880],Lost,8/15/24,2/6/24,New,90000,Consultant,Functionality (Provide Details),,59
"Carmody MacDonald, PC","Carmody MacDonald, PC-New-[O-9480]",Lost,8/20/24,10/31/23,New,90000,email-webinar reminder-CRM-103123,Inertia (Provide Details),,57
"Emmanuel, Sheppard & Condon","Emmanuel, Sheppard & Condon-New-[O-9298]",Lost,8/6/24,9/25/23,New,90000,Terminus-Coyote Analytics Digital Ads BDR outreach-040123,Feature (Provide Details),,30
Kowert Hood Munyon Rankin & Goetzel,Kowert Hood Munyon Rankin & Goetzel-New-[O-9233],Lost,10/6/23,9/14/23,New,90000,Cold Call,Price (Provide Details),Intellectual Property; Litigation; Patent; Trademark,15
MLT Aikins,MLT Aikins-New-[O-9129],Lost,4/17/24,8/25/23,New,90000,WR-Demo Request-Website-SurePoint.com-PG1142A1,Inertia (Provide Details),,312
Giordano Halleran & Ciesla Pc,Giordano Halleran & Ciesla Pc-Upsell-[O-8294],Won,5/7/24,6/2/23,Upsell,90000,No Known Campaign Source,,Corporate & Securities; Land Use & Zoning; Real Estate,67
Vogel Law Firm,Vogel Law Firm-New-[O-7472],Lost,3/29/23,2/7/23,New,90000,IB-LeadGen-Demo-INBOUND,Price (Provide Details),,45
"Keesal, Young & Logan","Keesal, Young & Logan-New-[O-7463]",Lost,4/25/23,2/3/23,New,90000,CB-Chat-Terminus-DemoRequest-SurePoint,Functionality (Provide Details),,48
"Keesal, Young & Logan","Keesal, Young & Logan-New-[O-7417]",Lost,6/1/23,1/26/23,New,90000,CB-Chat-Terminus-DemoRequest-SurePoint,Feature (Provide Details),,48
